,item,categories,description,title,price,brand,salesRank,item_id
1351,B0011E5LXK,[['Baby']],"Medela sets the standard in breast pumps - that's why it's #1! This hospital-grade, double breast pump features Medela's exclusive technology, which replicates baby's sucking pattern. The result? Fast, comfortable pumping and optimum milk production. Includes removable motor, cooler, and everything else you'll need, all housed in a sleek messenger bag. Includes AC adapter, or use with 8 ""AA"" batteries (sold separately). Only Medela pumps use research-based technology that replicates baby's natural sucking patterns: a faster Stimulation Mode, followed by a deeper, slower Expression Mode. The pump switches modes automatically, or you can control it yourself with the press of a button. With one adjustment, you can set the pumping speed/vacuum intensity for comfortable, personalized double or single pumping Includes everything you'll need to get started, including: Quiet, removable 9-volt motor, housed in its own carry case Portable work surface for hygienic, on-the-go pumping Removable cooler with ice pack for up to 12-hour milk storage Four 5 oz. self-standing, Bisphenol-A free bottles with lids. (Bottles remain self-standing, even with pump attached). SoftFit&trade; breast shields Two mesh storage bags for holding pump parts Soft-cover battery pack (8 ""AA"" batteries sold separately) Fashionable messenger bag features adjustable, reversible straps and additional pockets for personal items. Stain-resistant, wipe-clean nylon; lives on a carry bag later! Compatible with Medela's 9-Volt Vehicle Lighter Adapter (sold separately) Clean pump parts easily with our QuickClean&trade; microwavable steam bags (sold separately)",Medela Pump in Style Advanced The Metro Bag,266.99,Medela,,1351
1352,B0011E5LYE,[['Baby']],"Pump with shoulder bag. -Improved 2-Phase Expression Technology allows moms to toggle back and forth from stimulation to expression phase. -All parts that come into contact with breast milk are BPA-free. -Top selling personal-use pumps with new design. -Includes AC adapter and battery pack or use with 9-volt vehicle lighter adapter (sold separately). -PersonalFit breastshields. -New bottle design. -Integrated motor. -Single user item. -Use by more than one user may pose a health risk, performance questions and voids the warranty.",Medela Pump in Style Advanced Breast Pump with Shoulder Bag,334.95,Medela,,1352
1353,B0011E62RY,[['Baby']],"Boppy Luxe Newborn Lounger is an ideal place for your wobbly little one to relax. Featuring a recessed interior to support baby's bottom and a cuddly fleece fabric to comfort baby all over, it's the only support pillow created especially for preemies and newborns. Baby can rest safely in this cozy and comfortable pillow, giving mom a few minutes of supervised, but hands-free time. With all the products available for mom and baby, it's nice to know there's something as simple and comforting as the Boppy Luxe Newborn Lounger.","Boppy Luxe Newborn Lounger with Slipcover, Pastel",29.84,,,1353
1354,B0011E75RK,[['Baby']],"You can't beat Medela for quality, and you can't beat a backpack for portability! Only Medela uses a research-based, 2-Phase Expression(R) technology that simulates babies' actual nursing pattern. This sporty, compact backpack holds Medela's hospital-grade, double breast pump, plus everything you'll need for quick, comfortable pumping. Includes AC adapter, or use with 8 ""AA"" batteries (sold separately). Only Medela pumps use research-based technology that replicates baby's natural sucking patterns: a faster Stimulation Mode, followed by a deeper, slower Expression Mode. The pump switches modes automatically, or you can control it yourself with the press of a button. With one adjustment, you can set the pumping speed/vacuum intensity for comfortable, personalized double or single pumping Includes everything you'll need, including: Quiet, built-in 9-volt motor Removable cooler with ice pack for up to 12-hour milk storage Four 5 oz. self-standing, Bisphenol-A free bottles with lids. (Bottles remain self-standing, even with pump attached). Soft, PersonalFit&trade; breast shields Soft-cover battery pack (8 ""AA"" batteries sold separately) In a sporty, hands-free backpack Compatible with Medela's 9-Volt Vehicle Lighter Adapter (sold separately) Clean pump parts easily with our QuickClean&trade; microwavable steam bags (sold separately)",Medela Pump in Style Advanced Backpack,232.49,Medela,,1354
1355,B0011E81SM,[['Baby']],100% Organic slipcover designed to fit any Boppy Feeding and Infant Support Pillow (sold separately). This organic cotton slipcover cover keeps the Boppy pillow fresh. Zips on and off easily for machine washing. Moms have voted the Boppy Pillow the #1 Baby Product in America; make sure yours is always fresh and clean by having a few slipcovers on hand.,Boppy 100% Organic Cotton Slipcover,22.4,Boppy,,1355
1356,B0011ECP9S,[['Baby']],"Ideal for moms on the go, the 9v vehicle lighter adapter keeps your breastpump fully charged when you are out and about. A convenient alternative power option for pump in style advanced breastpumps (manufactured January 2008 and after). Not for use with the symphony, single deluxe, lactina or 12 volt pump in style breastpumps. Authentic Medela spare parts are engineered, tested and approved to work specifically with your Medela breastpump. Non Medela spare parts can vary significantly in design, materials, and workmanship; all of which may affect the performance of your Medela breastpump.",Medela 9 Volt Vehicle Lighter Adaptor,18.58,Medela,,1356
1357,B0011ECPA2,[['Baby']],"Breastfeeding is a bonding experience for mom and baby. During the first week or so, mothers may experience nipple tenderness. This could be related to normal postpartum skin changes or breastfeeding complications. If tenderness occurs, tender care hydrogel pads offer cooling relief and protection to tender nipples. Cools on contact. Instant relief for sore nipples. Contoured shape for a comfortable fit. Reusable for up to 24 hours. Includes 4 individually wrapped pads.",Medela Tender Care(TM) Hydrogel Pads,8.74,Medela,,1357
1358,B0011EJA50,[['Baby']],"Separate baby's diapering and feeding needs in this convenient multi-use tote bag. Perfect for travel or every day, the Bottles 'N Bottom tote contains one section for bottles and feeding accessories,",Bottles N Bottom Tote,15.99,,,1358
1359,B0011G4NKK,[['Baby']],"This is east to installment, snaps on and off quick to use. The simple tether allows for easy fold up when not in use. This stroller can fold up with PiggyBack attached. It is made from natural, wooden material. This features a non skid surface which prevents slipping.",UPPAbaby PiggyBack Ride Along Board,88.79,UPPAbaby,,1359
1360,B0011H804O,[['Baby']],"Create and display a tiny handprint or footprint of your most cherished member of the family. The Babyprints Hanging Keepsake allows you to easily capture your baby's actual handprint or footprint with included lightweight, no-mixing, air-drying impression material. Once you have created your perfect little print, just hang with the included grosgrain ribbons.","Pearhead Babyprints Keepsake, Year-Round",4.5,Pear Head,,1360
1361,B0011MOVOW,[['Baby']],"The Fisher-Price Zen Collection Gliding Bassinet is designed add rich textures and natural, earthy colors to your home while providing your baby with a calming and comfortable environment. Offering a gliding motion at a speed that's just right, along with music, nature sounds and simulated sounds of the womb, this bassinet strikes a harmonious balance between beauty and function for both you and your baby..caption {font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic;} ul.indent {list-style: inside disc; text-indent: 20px;} table.callout {font-family: Verdana, Helvetica, Arial, serif; margin: 10px; width: 250;} td.callout {height: 100 percent; background: #9DC4D8 url(http://images.amazon.com/images/G/01/electronics/detail-page/callout-bg.png) repeat-x; border-left: 1px solid #999999; border-right: 1px solid #999999; padding: 10px; width: 250px;} ul.callout {list-style: inside disc; text-indent: -12px; font-size: 12px; line-height: 1.5em;} h5.callout {text-align: center;}The Fisher-Price Zen Collection Gliding Bassinet offers:Calming gliding motion helps baby relaxPremium textured fabrics and wood accents for a sophisticated lookLarge tray area offers additional storageThe Zen Collection Bassinet soothes baby with a gliding motion.View larger.Soothing Gliding Motion Calms BabyThe key feature of this bassinet is the gliding motion that originates from the soothing motions glider, which is on a variable speed control knob that allows you to customize baby's experience. The rectangular tubing on the frame and the wooden accents offers a contemporary look while the plush bedding in premium textured fabrics combine with the sheer canopy to create a cozy, calming space for baby to relax. 16 songs, nature sounds or simulated sounds of the womb deepen and extend baby's soothing experience.Convenient, Portable DesignThe Zen Gliding Bassinet includes a large tray area that gives mom an additional place for baby items. And the two wheels make it a snap to move the glider from room to room. When it's time to clean up, simply remove the washable cover from the waterproof pad and toss it in the washing machine.Intended for babies who weigh under 25 pounds and who are not able to push up on hands and knees, pull up or sit unassisted, the Zen Gliding Bassinet measures 23.5x58x41.5 inches (WxHxD). It also requires four ""D"" batteries (not included).",Fisher-Price Zen Collection Gliding Bassinet,134.0,,,1361
1362,B0011MOVS8,[['Baby']],"The Fisher-Price Zen Collection Infant Seat lets you add rich textures, earthy colors and natural wood accents to your home while providing your baby with a calm yet stimulating experience. Offering soothing music, gentle vibrations, reclining positions and a free-hanging toy, this seat designed for children weighing up to 25 pounds. Intended for babies weighing less than 25 pounds, has it all: luxurious materials, earthy colors, wood accents that complement any decor and a fun and stimulating design..caption {font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic;} ul.indent {list-style: inside disc; text-indent: 20px;} table.callout {font-family: Verdana, Helvetica, Arial, serif; margin: 10px; width: 250;} td.callout {height: 100 percent; background: #9DC4D8 url(http://images.amazon.com/images/G/01/electronics/detail-page/callout-bg.png) repeat-x; border-left: 1px solid #999999; border-right: 1px solid #999999; padding: 10px; width: 250px;} ul.callout {list-style: inside disc; text-indent: -12px; font-size: 12px; line-height: 1.5em;} h5.callout {text-align: center;}The Fisher-Price Zen Collection Infant Seat offers:Soft and cushy materials and elegant wood accentsTwo vibration speeds and 10 songsMachine washable pad for easy clean-upThe Zen Collection Infant Seat's mobile toy floats and sways with baby's movements.View larger.Comfortable and CalmingThe Zen seat offers baby a comfortable and very calming spot to sit, rest and play. Soft and cushy materials and fabrics create a cozy nesting place while providing tactile stimulation, and the removable suede pillow gives smaller babies a place to rest their head. Three recline positions and two speeds of vibration can be used either to soothe or energize baby in the best way for his or her developmental age and temperament. And most importantly, the three-point restraint systems keeps baby safe and secure.Stimulating, Easy-Care DesignBoth convenient and fun, the Zen features a swinging overhead mobile with hanging toys, and 10 songs in two musical styles (Zen-like music and lullabies) stimulate baby's auditory sense. Ultra-portable, the Zen has a rear leg that folds flat for effortless storage and there are carry handles to move it from room and room. It's also a snap to clean the machine washable pad.The Zen requires three ""C"" batteries (not included).",Fisher-Price Zen Collection Infant Seat,78.2,Fisher-Price,,1362
